Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6350.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,10000.0
Gạo CLC 4900,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,12000.0
Gạo Hương lài,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,20000.0
Gạo nàng hoa,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,16000.0
Lúa IR 50404 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6600.0
Lúa Jasmine (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,7600.0
Lúa OM 4218 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6400.0
Gạo (15% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,10880.0
Gạo (25% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,10600.0
Gạo (5% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,11100.0
Gạo IR50404,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6600.0
Gạo thơm,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,19500.0
Gạo thường (IR 50404),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,13000.0
Lúa OM 6977,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,7350.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,7072.0
Gạo NL 15%,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,9640.0
Gạo NL 15%,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,9622.0
Gạo NL 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,9700.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,9722.0
Gạo NL 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,9950.0
Gạo XK 15% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,9900.0
Gạo XK 15% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,9922.0
Gạo XK 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,9800.0
Gạo XK 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,9822.0
Gạo XK 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,10000.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,10022.0
Lúa IR 50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6200.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6222.0
lúa IR50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6500.0
Lúa Jasmine,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,7000.0
Lúa Nhật,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,8000.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,8022.0
Lúa OM 18,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6400.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6422.0
Lúa OM 5451,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6500.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6322.0
Lúa OM 6976,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6300.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6322.0
Lúa ST 24,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,6700.0
Lúa ST 24,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,6722.0
Lúa Thơm RVT,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-12,7000.0
RVT,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,7022.0
Bắc Thơm 7,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,15272.0
Đài Thơm 8,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,13522.0
Gạo BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,16022.0
Gạo nếp cái hoa vàng,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,20522.0
Gạo Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,16022.0
Lúa BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,9822.0
Lúa nếp 97,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,16272.0
Lúa Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,8822.0
T10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,15372.0
Thiên Ưu,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,12622.0
VN10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-12,13322.0
Gạo Hương Lài,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,19000.0
Gạo Sóc Thái,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,18000.0
Gạo Sóc thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,14500.0
Gạo thơm Đài Loan (trong),An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,20000.0
Gạo thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,12000.0
Gạo trắng thông dụng,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,14500.0
Lúa IR 50404,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6200.0
Lúa IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6571.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6400.0
Lúa Nhật,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,7900.0
Gạo CLC 4900,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,12000.0
Gạo Hương Lài,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,20000.0
Gạo IR50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,10000.0
Gạo nàng hoa,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,16000.0
Gạo thơm Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,15000.0
Lúa IR 50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6600.0
Lúa Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,7600.0
Lúa OM 4218,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,7500.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6500.0
Gạo (15% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,10880.0
Gạo (25% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,10600.0
Gạo (5% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,11100.0
Gạo thơm,Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,19500.0
Gạo thường (IR 50404),Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,13000.0
IR 50404,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,6600.0
OM 6976,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-11,7350.0
Gạo NL 15%,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,9640.0
Gạo NL 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,9700.0
Gạo NL 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,9950.0
Gạo XK 15% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,9900.0
Gạo XK 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,9800.0
Gạo XK 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,10000.0
Lúa IR 50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6200.0
lúa IR50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6500.0
Lúa Jasmine,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,7000.0
Lúa Nhật,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,8000.0
Lúa OM 18,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6400.0
Lúa OM 5451,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6500.0
Lúa OM 6976,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6300.0
Lúa ST 24,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,6700.0
Lúa Thơm RVT,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-11,7000.0
Gạo Hương Lài,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,19000.0
Gạo Sóc Thái,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,18000.0
Gạo Sóc thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,14500.0
Gạo thơm Đài Loan (trong),An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,20000.0
Gạo thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,12000.0
Gạo trắng thông dụng,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,14500.0
Lúa IR 50404,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,6300.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,6300.0
Lúa Nhật,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-10,7900.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,7072.0
Gạo NL 15%,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,9622.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,9722.0
Gạo XK 15% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,9922.0
Gạo XK 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,9822.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,10022.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,6222.0
Lúa Nhật,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,8022.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,6422.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,6322.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,6322.0
Lúa ST 24,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,6722.0
RVT,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,7022.0
Bắc Thơm 7,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,15072.0
Đài Thơm 8,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,13322.0
Gạo BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,15822.0
Gạo nếp cái hoa vàng,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,20322.0
Gạo Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,15822.0
Lúa BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,9622.0
Lúa nếp 97,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,16072.0
Lúa Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,8622.0
T10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,15172.0
Thiên Ưu,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,12422.0
VN10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-10,13122.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,6675.0
Gạo Hương Lài,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,19000.0
Gạo Sóc Thái,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,18000.0
Gạo Sóc thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,14500.0
Gạo thơm Đài Loan (trong),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,20000.0
Gạo thơm Jasmine,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,15500.0
Gạo thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,12000.0
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,6300.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,10000.0
Gạo CLC 4900,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,12000.0
Gạo Hương lài,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,20000.0
Gạo nàng hoa,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,16000.0
Lúa IR 50404 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,6600.0
Lúa Jasmine (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,7600.0
Lúa OM 4218 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-09,6400.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,6300.0
Gạo CLC 4900,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,12000.0
Gạo Hương Lài,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,20000.0
Gạo IR50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,10000.0
Gạo nàng hoa,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,16000.0
Gạo thơm Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,15000.0
Lúa IR 50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,6600.0
Lúa Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,7600.0
Lúa OM 4218,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,7500.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,6500.0
Gạo (15% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,10880.0
Gạo (25% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,10600.0
Gạo (5% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,11100.0
Gạo thơm,Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,19000.0
Gạo thường (IR 50404),Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,12500.0
IR 50404,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,6600.0
OM 6976,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-08,7350.0
Gạo Bắc thơm,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,17000.0
Gạo BC15,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,14500.0
Gạo J02,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,16000.0
Gạo Khang dân,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,12500.0
Gạo nếp 97,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,18500.0
Gạo nếp cái hoa vàng,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,29000.0
Gạo nếp cẩm,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,35000.0
Gạo Xi23,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,14000.0
Lúa Bắc thơm,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,10000.0
Lúa BC15,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,9000.0
Lúa Khang dân,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,8000.0
Lúa nếp 97,Hà Nội,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-08,9500.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6700.0
Gạo Hương Lài,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,19000.0
Gạo Sóc Thái,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,18000.0
Gạo Sóc thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,14500.0
Gạo thơm Đài Loan (trong),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,20000.0
Gạo thơm Jasmine,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,15500.0
Gạo thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,12000.0
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,6350.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,10000.0
Gạo CLC 4900,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,12000.0
Gạo Hương lài,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,20000.0
Gạo nàng hoa,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,16000.0
Lúa IR 50404 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6600.0
Lúa Jasmine (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,7600.0
Lúa OM 4218 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6400.0
Gạo (15% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,10880.0
Gạo (25% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,10600.0
Gạo (5% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,11100.0
Gạo IR50404,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,6600.0
Gạo thơm,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,19000.0
Gạo thường (IR 50404),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,12500.0
Lúa OM 6976,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-05,7350.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,7050.0
Gạo NL 15%,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,9600.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,9700.0
Gạo XK 15% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,9900.0
Gạo XK 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,9800.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,10000.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6200.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6600.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6400.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6300.0
Lúa ST 24,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,6700.0
